eCRIS Contract Nbr,Funding Source Id,Funding Source Name,Funding Source Type,Funding Source Nbr
,ID00001497,SAMHSA,Other Federal,RFP 283-07-1000
,ID0000001824,SEER,,
,ID00003004,Intel,Industry,
,ID00001930,OHSU,OHSU,
,ID0000002547,Medtronic prepaid cs,Industry,
,ID0000000291,Duke University Medical Center,Other Federal,
,ID0000001332,Dept. of Behavioral Neuroscience - Start-up Funds,OHSU,
,ID0000002600,GCRC,OHSU,
,ID0000000389,OHSU Medical Research Foundation,Foundation,GORTH0020A
,ID00003419,Bristol-Myers Squibb/ImClone,Other,
,ID0000002696,Oregon State Public Health Laboratory,,
,ID0000001657,Unfunded,,
,ID0000002153,Unfunded,,
,ID0000003500,unfunded,,
,ID0000003426,Acambis Inc.,Industry,H249-005
,ID0000000571,Unfunded,OHSU,
,ID0000001184,NCI/COG,Other Federal,
,ID00001165,NIH,NIH,
,ID0000001087,Non-funded,,
,ID00000082,Unfunded,Other,
,ID0000001851,CareOregon Care Support and System Innovation (CSSI) Program,Other,04-0106
,ID00001754,Biodel Inc. ,Industry,
,00001878,Unfunded,Other,
,ID0000003513,iSense Corporation,Industry,
,ID00000890,Nanogen,Industry,
,ID00000147,DHHS NIH Natl Inst on Alcohol Abuse and Alcoholism,Federal,
,ID00010860,GPower Inc,Industry,
,ID00011603,Incyte Corporation,Industry,
,IDM0001628,Pfizer Inc,Industry,A3921061
,IDM0002986,ONYX Pharmaceuticals,Industry,IRB FEES WAIVED
,ID00007492,Pennsylvania State University,Academic Institution/Univ,H133E140026
DR00002212,ID00007370,Pfizer Inc,Industry,
,ID00010661,Pfizer Inc,Industry,
,ID0000002913,Unfunded,,
,ID0000001772,Unfunded,OHSU,
,00000225,NSF,Other Federal,pending
,ID00001231,Dr. Jackilen Shannon,Other,
,ID0000004298,Investigator Program Development Account,Other,GCACEI0075R
,ID0000003338,Unfunded,,
,ID0000004842,Internal,Other,
,ID0000001407,NIH,NIH,
,ID00005105,MannKind Corporation,Industry,
,ID00005735,EV3 NEUROVASCULAR,Industry,Industry
DR00002242,ID00000166,Immune Design Corp,Industry,
,IDM0000626,DHHS NIH Natl Eye Inst,Federal,R01 EY022369-01A1
,ID00002001,DHHS NIH Natl Eye Inst,Federal,
,ID00012488,DHHS NIH Natl Cancer Inst,Federal,NCI P30 CA69533-07
,ID0000003337,Bayer HealthCare Pharmaceuticals,Industry,309849
,00002544,Medical Research Foundation,Foundation,
,00002647,Internally ,OHSU,
,ID0000003552,Unfunded,Other,
,ID00003840,Mid-Valley Behavioral Care Network,County Oregon,
,ID0000005408,Genentech Inc,Industry,
,IDM0001397,VARIAN MEDICAL SYSTEMS INC,Industry,n/a
,ID00009184,Portland VA Rsch Fdn,Foundation,
,IDM0001375,DHHS NIH Natl Ctr for Rsch Resources,Federal,
,ID00012345,National Science Foundation,Federal,0905095
,IDM0001184,Upstream Public Health,Foundation,
,ID00003668,OHSU,OHSU,
,ID00011657,DHHS NIH Natl Inst of Neuro Disorders & Stroke,Federal,
,ID00007894,OHSU Knight Cancer Institute,Foundation,
,ID00010548,DHHS NIH NIDA,Federal,
,IDM0001018,"MabVax Therapeutics, Inc.",Industry,
,ID00006110,Jaeb Ctr for Hlth Rsch Inc,Foundation,
,IDM0002378,DHHS NIH Natl Inst of Neuro Disorders & Stroke,Federal,1U01NS080168-01A1
,ID00003295,ProFibrix,Industry,FC-002
,ID0000005467,Schering-Plough Research Institute,Industry,
,ID00000977,Oregon State Univ.,Academic Institution/Univ,
,ID00008326,NIH Common Fund,Federal,
,ID00008150,NIH Common Fund,Federal,
,ID00005348,unfunded,Other,
,ID00003753,DHHS NIH Natl Ctr for Complementary & Integrative Health,Federal,5R25AT002878
,ID00002695,Foundation for Anesthesia Education and Research,Foundation,
,ID00011786,NIH Common Fund,Federal,
,ID00005641,NIH Common Fund,Federal,2 R01 AI021640-28A1
,ID00011573,NIH Common Fund,Federal,
,ID00002444,Bill & Melinda Gates Foundation,Foundation,
,ID00007801,DHHS NIH Natl Cancer Inst,Federal,1 R03 CA197657-01
,ID00012736,Kaiser Foundation Research Institute,Foundation,
,ID00010981,Roswell Park Cancer Institute,Foundation,
,IDM0001674,Bill & Melinda Gates Foundation,Foundation,
,ID00007721,OHSU Fnd,Foundation,
,ID00012534,DHHS NIH Natl Ctr for Advancing Translational Sciences,Federal,1UL1TR002369-01 
,IDM0001235,DHHS CDCP,Federal,1U01DD001058-01
,ID00001520,Amgen Inc,Industry,20070611
,ID00009201,DHHS CDCP,Federal,
,ID00000027,Karyopharm Therapeutics Inc,Industry,
,ID00009911,Brenden-Colson Center,Foundation,
,ID00010982,DHHS CDCP Natl Ctr for Chronic Dis Prev/Hlth Promo,Federal,
,ID00000361,Susan G Komen for the Cure,Foundation,
,ID00003037,"Cephalon, Inc.",Industry,
,ID0000004946,OHSU Fnd,Foundation,
DR00002332,ID00003913,Gilead Sciences Inc,Industry,
DR00001779,ID00003913,Gilead Sciences Inc,Industry,
,ID00002183,DHHS HRSA Maternal and Child Hlth Bureau,Federal,
DR00001621,ID00003168,"Halozyme, Inc.",Industry,
DR00001131,IDM0000791,Actelion Pharmaceuticals Ltd,Industry,AC-055-503
,ID00010865,Univ. of Colorado at Denver,Academic Institution/Univ,
,ID00011002,Bristol-Myers Squibb Oncolocy/Immunology,Industry,
,ID00006789,"Medivation, Inc.",Industry,
,ID00005739,"Respironics Inc, A Philips Healthcare Company",Industry,pending: contract from Respironics
,ID00007021,Genzyme Corporation,Industry,
,ID00011966,Fred Hutch Cancer Rsch Ctr,Medical Center/Hospital,1 R01 AI134419-01
,ID00004735,"AMAG Pharmaceuticals, Inc",Industry,
,ID00012789,Cystic Fibrosis Foundation Therapeutics Inc,Foundation,
,IDM0001284,VTech Communications Inc,Industry,GBMEN0157A
DR00001313,ID00000054,Dart NeuroScience LLC,Industry,
,ID00006087,VGTI Florida,Foundation,
,IDM0000400,Terumo Cardiovascular Systems Corporation,Industry,ANA 006
,ID00010776,Alliance Foundation Trials LLC,Industry,
,ID0000003898,Novartis Pharmaceuticals Corporation,Industry,
,ID00004302,Novartis Pharmaceuticals Corporation,Industry,
,00003008,Novartis Pharmaceuticals Corporation,Industry,
,ID00003333,Novartis Pharmaceuticals Corporation,Industry,
,ID00012672,Abreos Biosciences,Industry,
DR00001956,ID00006160,Smith & Nephew Orthopaedics Inc,Industry,
DR00002699,ID00005086,Orthofix Inc,Industry,
,ID00009428,DHHS NIH Natl Inst of Diab & Digest & Kid Diseases,Federal,Sub Award to 1R01DK108580-01
,ID00000103,Alex's Lemonade Stand,Foundation,
,ID00005276,Medtronic Inc,Industry,
,ID00010810,NIH Common Fund,Federal,PA-16-193
,ID00000171,NIH Common Fund,Federal,UWSC8435
,ID00005640,NIH Common Fund,Federal,5 P01 AI094417-002
,ID00006774,UBS Optimus Foundation,Foundation,
,ID00001507,DHHS National Institutes of Health,Federal,
,IDM0001717,Children's Oncology Group,Foundation,
,IDM0000130,Children's Oncology Group,Foundation,
,ID00005250,Novartis Pharmaceuticals Corporation,Industry,
,IDM0003141,DHHS NIH Natl Human Genome Rsch Inst,Federal,5P20HG005551-03 
,IDM0001422,Anonymous Sponsor,Foundation,
DR00000329,IDM0000064,EKOS Corporation,Industry,EKOS-11
,IDM0001760,Univ. of Alabama at Birmingham,Academic Institution/Univ,NO CR fees-dh
,ID00012591,Janssen Research & Development LLC,Industry,
,ID00011075,N. L. Tartar Trust,Foundation,
,ID00007348,Jazz Pharmaceuticals Inc,Industry,
DR00002269,IDM0000984,Daiichi Sankyo Company Inc,Industry,
DR00000603,IDM0001409,Auris Medical Inc,Industry,
DR00001108,IDM0002400,Celldex Therapeutics Inc,Industry,CDX-011-04
,IDM0001275,DHHS Ctrs for Medicare & Medicaid Svcs,Federal,CMMI-1C1CMS330985-01-00
,ID00010193,Leidos Biomedical Research Inc,Federal,
,ID00009849,DHHS NIH Natl Inst of Mental Hlth,Federal,1R01MH096773-01 
,IDM0000695,Medical Foundation,Foundation,
,ID00011662,OHSU Dept of OB/GYN,Foundation,
,ID00006892,DexCom Inc,Industry,
,ID00006209,OHSU Knight Cancer Institute,Foundation,
,ID00009938,Prospect Creek Foundation,Foundation,
DR00000430,IDM0001003,Gilead Sciences Inc,Industry,
,IDM0000994,"LifeCell, Inc.",Industry,GSURG0235A
,IDM0001719,Case Western Reserve University,Academic Institution/Univ,
,IDM0000206,Case Western Reserve University,Academic Institution/Univ,
,ID00008293,DHHS National Institutes of Health,Federal,
,ID00000086,DHHS Substance Abuse and Mental Hlth Service Admin,Federal,TI024258
,ID00008190,DHHS Substance Abuse and Mental Hlth Service Admin,Federal,1H79TI026752-01
,IDM0001401,Childrens Hospital Los Angeles,Medical Center/Hospital,
DR00001972,ID00006337,Movember Foundation,Foundation,
,ID00012566,Array BioPharma Inc,Industry,
DR00002827,ID00011594,Lung Biotechnology Inc,Industry,
,ID00011469,DHHS Agency for Hlthcare Rsch and Quality,Federal,R18HS024227
,IDM0001148,Eli Lilly and Company,Industry,
,IDM0001553,"DHHS NIH Natl Heart, Lung, and Blood Inst",Federal,1 R01 HL102407
,ID00006054,DHHS Food and Drug Administration,Federal,1UO1FD004508-01
DR00000004,ID00006697,Green Cross Corporation,Industry,
DR00000488,IDM0001234,Gilead Sciences Inc,Industry,
,IDM0002408,ImmunoVaccine Technologies Inc,Industry,
,ID00009189,Case Western Reserve University,Academic Institution/Univ,
DR00002391,ID00009266,Syndax Pharmaceuticals Inc,Industry,
,ID00005835,JHP Pharmaceuticals LLC,Industry,
,ID00007908,DHHS CDCP Natl Inst for Occupational Safety & Hlth,Federal,
,ID00001717,NutritionQuest,Industry,
,ID0000001368,American Society of Hematology,Foundation,
,ID00006258,DHHS NIH Natl Inst of Mental Hlth,Federal,
,ID00008136,DHHS NIH Natl Inst on Deafness & Other Com Disorders,Federal,R44 DC016248-01A1
,IDM0002650,DHHS NIH Natl Inst on Drug Abuse,Federal,1R01DA037441-01
,ID00004078,Univ. of North Carolina at Chapel Hill,Academic Institution/Univ,
DR00002491,ID00011062,Pfizer Inc,Industry,AALL1621(PFIZER) - FP23339_SUB27_01
,ID00006694,DHHS Agency for Hlthcare Rsch and Quality,Federal,1K08HS021522
,ID00011864,"DHHS NIH Natl Heart, Lung, and Blood Inst",Federal,
,ID00009723,"DHHS NIH Natl Heart, Lung, and Blood Inst",Federal,
,ID00012188,Incyte Corporation,Industry,
,ID00012094,Society of Family Planning (SFP),Foundation,
,ID00011936,DHHS National Institutes of Health,Federal,RFA-A1-1--008
DR00001777,IDM0001645,Regeneron Pharmaceuticals Inc,Industry,
DR00001464,IDM0001645,Regeneron Pharmaceuticals Inc,Industry,
DR00000807,IDM0001208,Regeneron Pharmaceuticals Inc,Industry,
,ID0000000818,"Merck & Co., Inc.",Industry,
,ID00003789,Biotronik Inc,Industry,
,ID00010624,"DHHS NIH Natl Heart, Lung, and Blood Inst",Federal,
DR00001072,ID00000104,Ignyta Inc,Industry,
DR00000051,ID00006756,Takeda Global Research & Development Center Inc,Industry,
,ID00006217,U.S. Dept of Veterans Affairs,Federal,#C6373R
,ID00009418,DHHS National Institutes of Health,Federal,9003774
,ID00011878,OHSU University Shared Resources Pilot Funding,Foundation,
,IDM0001785,Shriners Hospitals for Children - Tampa,Medical Center/Hospital,79135
,ID0000003258,Dendreon Corporation,Industry,
,ID00012546,DHHS NIH Natl Cancer Inst,Federal,pending
DR00001058,IDM0002749,Vertex Pharmaceuticals Inc,Industry,
DR00001067,IDM0002643,Vertex Pharmaceuticals Inc,Industry,
,ID00010800,DHHS NIH Natl Eye Inst,Federal,
,IDM0001370,DHHS NIH Natl Cancer Inst,Federal,
DR00001574,ID00004252,Endostim Inc,Industry,
,IDM0000072,DHHS NIH Natl Cancer Inst,Federal,1 R03 CA197657-01
,ID00008834,DHHS NIH Natl Cancer Inst,Federal,UM1CA097452
,ID00012547,DHHS Agency for Hlth Care Policy & Rsch,Federal,R01HS024270
,ID00011813,National Marrow Donor Program,Foundation,
,ID00011768,DHHS NIH Natl Cancer Inst,Federal,1U01CA202007-01A1
,ID00007845,"Janssen Pharmaceutica, Inc.",Industry,
,ID00003836,"Concentric Medical, Inc.",Industry,
DR00002021,ID00006441,"Celgene International II, Sarl (CIS II)",Industry,
DR00001016,IDM0002762,Vertex Pharmaceuticals Inc,Industry,
DR00001457,ID00000042,UCB Biosciences Inc,Industry,
DR00001066,ID00000042,UCB Biosciences Inc,Industry,
DR00002558,ID00010977,MyoKardia Inc,Industry,
,ID00004611,Incyte Corporation,Industry,
,ID00005958,Questcor Pharmaceuticals Inc,Industry,#121602
,ID00004570,Novo Nordisk Inc,Industry,
DR00002612,ID00004035,Caladrius Biosciences Inc,Industry,
,ID00001963,"DHHS NIH Natl Heart, Lung, and Blood Inst",Federal,R01 HL098621-04A1
,IDM0002430,"DHHS NIH Natl Heart, Lung, and Blood Inst",Federal,U01HL107407
,ID00009942,Prospect Creek Foundation,Foundation,
,ID00010183,Hope Foundation,Foundation,
,ID00005490,Blueprint Medicines,Industry,
DR00002460,ID00010110,Polaris Group,Industry,
DR00001666,IDM0001529,Boehringer Ingelheim Pharmaceuticals Inc,Industry,
,IDM0001138,Novartis Pharmaceuticals Corporation,Industry,CRQs and Mods - no IRB fees
,IDM0000476,National Marrow Donor Program,Foundation,
DR00001107,ID00000194,Clearside Biomedical,Industry,
DR00001310,ID00002726,"Allergan, Inc.",Industry,
,ID00007419,OHSU Knight Cancer CEDAR,Academic Institution/Univ,
DR00002603,ID00008849,Novartis Pharmaceuticals Corporation,Industry,
,ID00012601,Genentech Inc,Industry,
DR00002326,ID00008649,GE Healthcare Inc,Industry,
,ID00011572,OHSU Fnd,Foundation,
,IDM0000735,OHSU Fnd,Foundation,
,ID00001931,"Abbott Vascular, Inc.",Industry,
,ID0000000119,"Micro Therapeutics, Inc.",Industry,
DR00001402,ID00003241,Heart Metabolics Ltd,Industry,
,IDM0002826,Philips Electronics North America Corporation,Industry,
DR00002108,ID00003871,Atara Biotherapeutics Inc,Industry,
,ID00006919,DOD,Federal,GBMEN0216A
,ID00012312,ABFM Foundation,Foundation,
,ID00012170,Medical Research Foundation of Oregon,Foundation,
,IDM0000274,Medical Research Foundation of Oregon,Foundation,0501
,ID00007680,Medical Research Foundation of Oregon,Foundation,
,ID00009829,DHHS NIH Natl Library of Medicine,Federal,
DR00001726,ID00004371,Zenith Epigenetics Ltd,Industry,
,ID00012599,Seattle Genetics Inc,Industry,
,ID00012405,DOD,Federal,
DR00000825,IDM0002845,F. Hoffmann-La Roche Ltd,Industry,
,ID00007908,DOD,Federal,LC160458
,IDM0002394,Oregon Health Authority,State Oregon,146277
DR00000605,IDM0002528,Applied Genetic Technologies Corporation,Industry,
,ID00011050,Seattle Children's Hospital Research Fnd,Medical Center/Hospital,
,IDM0001649,OHSU Fnd,Foundation,n/a
,ID00005786,DHHS NIH Natl Cancer Inst,Federal,
,ID00011209,Astellas Scientific and Medical Affairs Inc,Industry,
,IDM0001191,SWOG-CTI,Foundation,
,IDM0001020,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,
,ID00004256,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,
,ID00007129,V Foundation for Cancer Research,Foundation,
,ID00002864,EMD Serono Inc,Industry,
,ID00006030,EMD Serono Inc,Industry,
,IDM0002386,Novartis Pharmaceuticals Corporation,Industry,
DR00002083,ID00007205,CSL Behring LLC,Industry,
,ID00005233,F. Hoffmann-La Roche Ltd,Industry,
DR00002206,ID00002941,Aduro Biotech Inc,Industry,
,ID00010807,Oregon Health Authority,State Oregon,
,ID00004804,"ACUTE Innovations, LLP",Industry,
,ID00010784,National Vulvodynia Association,Foundation,
,IDM0001766,OHSU School of Nursing,Foundation,
,ID00006625,OHSU School of Nursing,Foundation,
,IDM0001126,Sequenom Inc,Industry,
,ID00006240,OHSU Knight Cancer Institute,Foundation,
,IDM0002792,OHSU Knight Cancer Institute,Foundation,
,IDM0000280,American Speech-Language-Hearing Foundation,Foundation,
,ID00012609,Leukemia and Lymphoma Society,Foundation,
,ID00011417,Urban Institute,Foundation,
,ID00012206,McMaster University,Academic Institution/Univ,
DR00002520,ID00002474,EMD Serono Inc,Industry,
DR00001603,ID00002159,DHHS NIH Natl Inst of Diab & Digest & Kid Diseases,Federal,1DP3DK101044-01
,ID00000542,"Roche Laboratories, Inc.",Industry,
,ID00000918,National Hemophilia Foundation,Foundation,
,ID00008050,DHHS Hlth Resources and Svcs Admin,Federal,
,ID00012901,Prospect Creek Foundation,Foundation,
,ID00009099,Prospect Creek Foundation,Foundation,GBMEN0264A15
DR00000993,ID00000003,Hoffmann-La Roche Inc,Industry,GO29058
,ID00006597,Foundation Fighting Blindness,Foundation,
,ID00006587,F. Hoffmann-La Roche Ltd,Industry,
,ID0000002613,Honeywell International,Industry,
,ID00006920,Boston Scientific Corporation,Industry,
,ID00008080,DHHS NIH Natl Cancer Inst,Federal,
,ID00000112,DHHS NIH Natl Inst on Deafness & Other Com Disorders,Federal,1 R01 DC013996-01A1
,IDM0000141,DHHS National Institutes of Health,Federal,5R01HL061013 
,ID00011831,OHSU Knight Cancer Institute,Foundation,
,ID00012574,OHSU Knight Cancer Institute,Foundation,
,ID00000136,NIH Office of Research on Women's Health,Federal,K12HD043488
,IDM0002794,Gerber Fnd,Foundation,
,ID00004288,Race to Erase MS,Foundation,
,ID00012725,Willamette Valley Community Health,Medical Center/Hospital,
DR00000542,IDM0001627,Celgene Corporation,Industry,
,ID00011597,NBIA Disorders Association,Foundation,
,ID00003204,GlaxoSmithKline LLC,Industry,
,ID0000001847,"Tularik, Inc.",Industry,
,ID0000003066,Lawson Wilkins Pediatric Endocrine Society,Foundation,
,ID00001452,AB Science,Industry,
,00004529,Sigma Theta Tau International,Foundation,application #9104
,ID00000321,"ACUTE Innovations, LLP",Industry,"Industry sponosored protocol, not assigned an award # in Oracle yet. "
,ID00005936,Xoma (US) LLC,Industry,Industry
DR00002165,ID00006514,Ionis Pharmaceuticals,Industry,
,IDM0000110,DHHS NIH Natl Inst of Diab & Digest & Kid Diseases,Federal,K23-DK02689
,IDM0000560,DHHS HRSA Maternal and Child Hlth Bureau,Federal,UA3 MC 11054 
,IDM0000866,DHHS NIH NIDA,Federal,
,IDM0000709,Gynecologic Oncology Group,Foundation,
,IDM0000128,DHHS NIH Natl Ctr for Rsch Resources,Federal,24140
DR00000479,IDM0000678,Janssen Scientific Affairs LLC,Industry,
,ID00007169,Myovant Sciences Inc,Industry,
,ID00002933,NIH Common Fund,Federal,
,ID00011949,National Jewish Health,Medical Center/Hospital,
,IDM0000080,Bellicum Pharmaceuticals Inc,Industry,
,IDM0000017,DHHS NIH Natl Inst of Biomedical Imaging & Bioengineering,Federal,NIBIB grant 1R25EB016671
,IDM0000802,American Academy of Family Physicians Fnd,Foundation,
,ID00011728,DHHS NIH Natl Inst on Aging,Federal,"U Washington, National Alzheimer's Coordinating Center"
DR00001029,ID00000017,Genentech Inc,Industry,
,IDM0002440,Genentech Inc,Industry,
DR00002019,ID00005651,GlaxoSmithKline LLC,Industry,
,ID0000002642,SWOG-CTI,Foundation,
,ID00005551,SWOG-CTI,Foundation,
,ID0000000399,SWOG-CTI,Foundation,
,IDM0000385,"Natl Network of Libraries of Med, Univ of WA",Academic Institution/Univ,
,ID00003438,DHHS NIH Natl Inst on Drug Abuse,Federal,1RC4DA029988-01
,ID00002974,Alexion Pharmaceuticals Inc,Industry,
,ID00007906,Cambium Medical Technologies LLC,Industry,
,ID00012148,NIH Common Fund,Federal,
DR00001790,ID00010968,NIH Common Fund,Federal,
DR00001888,ID00010968,NIH Common Fund,Federal,
,ID00007781,NIH Common Fund,Federal,
,ID00006366,AstraZeneca LP,Industry,
DR00000119,ID00006764,Merck Sharp & Dohme Corp,Industry,
DR00000732,IDM0000942,Orthofix Inc,Industry,
,ID00011722,Takeda Pharmaceutical Company Ltd,Industry,
,IDM0001300,Bernadotte Foundation for Children's Eyecare,Foundation,
,IDM0001205,Amer Acad of Otolaryngology-Head/Neck Surgery Fnd,Foundation,
DR00000566,ID00007589,Pfizer Inc,Industry,
,ID00007446,Portland VA Rsch Fdn,Foundation,
,ID00006456,Amgen Inc,Industry,
,IDM0000502,OHSU Fnd,Foundation,63926
,ID00012502,"American Heart Assoc., Western States Affiliate",Foundation,
,ID00006918,Columbia Univ.,Academic Institution/Univ,
,ID0000000950,SWOG-CTI,Foundation,
,ID0000000522,SWOG-CTI,Foundation,
,ID00012499,Scripps Research Inst,Foundation,5-23933/U54 CA143906-04
,IDM0001187,National Palliative Care Research Center,Foundation,
,ID00007947,DHHS National Institutes of Health,Federal,
,ID00004265,"DHHS NIH Natl Heart, Lung, and Blood Inst",Federal,HL102084-01A1 
DR00001991,IDM0003225,InVivo Therapeutics Corporation,Industry,
DR00001220,IDM0003225,InVivo Therapeutics Corporation,Industry,
DR00000467,IDM0003041,Bristol-Myers Squibb,Industry,
DR00001911,ID00006048,Bristol-Myers Squibb,Industry,
,ID00000604,DHHS NIH Natl Inst of Mental Hlth,Federal,
DR00000653,ID00007034,Anacor Pharmaceuticals Inc,Industry,
,ID00012101,Medical College of Wisconsin,Academic Institution/Univ,
,ID00012324,OHSU-PSU School of Public Health,Academic Institution/Univ,
DR00000330,IDM0002447,Takeda Development Center Americas Inc,Industry,TC-2402-039-SP
DR00002651,ID00007736,DexCom Inc,Industry,
DR00001227,ID00002132,Insmed Inc,Industry,
,00002818,OHSU Presidential Bridge Funds,Foundation,n/a
,ID00003074,DHHS NIH Natl Cancer Inst,Federal,
,ID00007558,DHHS NIH Natl Cancer Inst,Federal,
,ID00006542,American Diabetes Association,Foundation,7-13-CD-08
DR00000582,ID00011875,DHHS NIH Natl Inst of Arth & Mus & Skin Diseases,Federal,
DR00001255,IDM0001774,Celgene Corporation,Industry,
,IDM0000973,Medical Univ. of South Carolina,Academic Institution/Univ,
,ID00012779,National Trauma Institute,Foundation,
