eCRIS Contract Nbr,Contract Type,Workflow State From,State Entry Dt,Workflow State To,State Exit Dt
DR00002697,Confidentiality Agreement,In External Review,2018-01-30 18:27:24,In OHSU Review,2018-02-05 17:16:47
DR00002669,Amendment,In OHSU Review,2018-01-17 20:27:25,Negotiation Complete,2018-01-18 17:29:21
DR00001596,Contract,Waiting for IRB Approval of Study,2017-01-05 01:16:39,Waiting for OHSU Signatures,2017-01-05 01:21:04
DR00001226,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2016-01-29 01:28:15,Agreement Uploaded/ Waiting for Negotiation,2016-01-29 01:28:15
DR00002431,Subcontract,In External Review,2017-09-20 23:25:08,Negotiation Complete,2017-09-26 00:10:08
DR00000634,Contract,Agreement Received (Waiting for Data Entry),2015-02-12 19:53:06,Agreement Uploaded/ Waiting for Negotiation,2015-02-19 17:40:57
DR00000109,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2013-12-16 21:22:23,Agreement Uploaded/ Waiting for Negotiation,2013-12-16 21:22:23
DR00002546,Contract,Waiting for IRB Approval of Study,2017-12-06 17:15:16,Waiting for Final Agreement from Sponsor,2017-12-06 17:15:21
DR00000882,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2015-07-06 23:53:10,Agreement Uploaded/ Waiting for Negotiation,2015-07-06 23:53:10
DR00002467,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00001758,Amendment,In OHSU Review,2016-11-04 19:26:23,Negotiation Complete,2016-11-04 19:26:46
DR00001570,Confidentiality Agreement,In OHSU Review,2016-10-10 15:50:28,Negotiation Complete,2016-10-10 15:50:55
DR00000953,Amendment,Negotiation In Process,2015-08-07 23:43:51,In External Review,2015-08-07 23:46:30
DR00000397,Confidentiality Agreement,Negotiation In Process,2014-08-20 18:01:31,In External Review,2014-08-20 19:22:05
DR00000259,Confidentiality Agreement,In OHSU Review,2014-05-05 20:43:52,In External Review,2014-05-05 20:49:37
DR00000420,Confidentiality Agreement,In OHSU Review,2014-09-18 17:22:00,In External Review,2014-09-18 18:32:13
DR00000598,Confidentiality Agreement,In OHSU Review,2015-01-27 00:36:40,Negotiation Complete,2015-02-11 02:18:53
DR00001945,Confidentiality Agreement,In OHSU Review,2017-02-13 19:03:11,Negotiation Complete,2017-02-17 21:14:19
DR00000744,Contract,In OHSU Review,2015-08-31 23:48:59,IRB and Budget Approved,2015-08-31 23:49:05
DR00000635,Confidentiality Agreement,In OHSU Review,2015-02-25 00:21:00,Negotiation Complete,2015-02-25 00:21:05
DR00002087,Confidentiality Agreement,In External Review,2017-04-12 21:51:58,In OHSU Review,2017-04-27 20:42:34
DR00002200,Contract,In External Review,2017-12-13 21:29:16,In OHSU Review,2018-01-17 01:11:38
DR00001672,Contract,In OHSU Review,2017-12-04 20:20:50,In External Review,2017-12-04 20:21:56
DR00000005,Contract,In OHSU Review,2014-02-03 20:37:56,In External Review,2014-02-03 20:49:03
DR00000734,Confidentiality Agreement,In OHSU Review,2015-04-16 16:06:28,In External Review,2015-04-16 16:09:45
DR00002763,Confidentiality Agreement,In OHSU Review,2018-02-28 17:15:03,Negotiation Complete,2018-02-28 21:39:33
DR00002184,Amendment,In OHSU Review,2017-05-22 18:37:29,In External Review,2017-05-22 19:48:00
DR00000551,Confidentiality Agreement,In OHSU Review,2015-03-02 22:01:43,In External Review,2015-03-02 22:03:34
DR00000372,Confidentiality Agreement,In External Review,2014-08-08 20:44:01,In OHSU Review,2014-08-25 17:07:14
DR00000879,Contract,In OHSU Review,2015-09-17 16:27:27,In External Review,2015-09-18 21:41:17
DR00001572,Contract,In OHSU Review,2016-09-08 20:55:51,In External Review,2016-09-16 22:11:21
DR00001287,Confidentiality Agreement,In OHSU Review,2016-02-29 21:42:59,In External Review,2016-02-29 22:21:49
DR00000924,Confidentiality Agreement,In OHSU Review,2015-08-07 16:00:38,Negotiation Complete,2015-08-07 16:00:46
DR00002540,Confidentiality Agreement,In OHSU Review,2017-12-05 17:22:07,Negotiation Complete,2017-12-06 16:44:10
DR00002300,Confidentiality Agreement,In OHSU Review,2017-07-18 21:12:55,Negotiation Complete,2017-07-18 21:13:02
DR00000290,Confidentiality Agreement,In OHSU Review,2014-08-20 15:50:17,Negotiation Complete,2014-08-20 15:50:26
DR00000699,Confidentiality Agreement,Negotiation In Process,2015-03-13 22:26:06,In External Review,2015-03-13 22:29:22
DR00000448,Confidentiality Agreement,In OHSU Review,2014-10-08 23:28:55,In External Review,2014-10-08 23:31:00
DR00001168,Contract,In OHSU Review,2016-07-11 23:05:41,In External Review,2016-07-11 23:14:52
DR00002250,Confidentiality Agreement,In External Review,2017-06-21 20:41:34,In OHSU Review,2017-07-22 00:18:47
DR00000953,Amendment,In External Review,2015-08-07 23:46:30,In OHSU Review,2015-08-31 23:54:21
DR00000258,Confidentiality Agreement,In External Review,2014-05-02 17:07:16,In OHSU Review,2014-05-08 18:30:04
DR00001449,Amendment,Waiting for OHSU Signatures,2016-05-20 20:24:10,Waiting for Sponsor Signature,2016-06-08 17:40:52
DR00002680,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000783,Confidentiality Agreement,In External Review,2015-05-13 20:47:59,Negotiation Complete,2015-05-18 17:12:21
DR00001557,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2016-07-15 22:17:50,Agreement Uploaded/ Waiting for Negotiation,2016-07-15 22:17:50
DR00001426,Contract,Agreement Received (Waiting for Data Entry),2016-05-02 14:58:34,Agreement Uploaded/ Waiting for Negotiation,2016-05-02 14:59:26
DR00000713,Amendment,Agreement Received (Waiting for Data Entry),2015-03-25 16:54:01,Agreement Uploaded/ Waiting for Negotiation,2015-03-25 16:54:02
DR00001868,Contract,Agreement Received (Waiting for Data Entry),2016-12-13 22:04:59,Agreement Uploaded/ Waiting for Negotiation,2016-12-13 22:08:20
DR00002682,Amendment,Agreement Received (Waiting for Data Entry),2018-01-22 19:32:26,Agreement Uploaded/ Waiting for Negotiation,2018-01-22 19:32:26
DR00000720,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2015-03-26 20:12:21,Agreement Uploaded/ Waiting for Negotiation,2015-03-26 20:12:22
DR00001696,Contract,In External Review,2016-09-22 17:36:40,In OHSU Review,2016-11-22 01:37:50
DR00000024,Contract,In External Review,2014-10-23 17:13:50,In OHSU Review,2014-10-28 23:25:04
DR00001712,Contract,In External Review,2016-12-22 21:37:24,In OHSU Review,2017-01-11 00:06:37
DR00001651,Contract,In External Review,2016-09-14 22:50:29,In OHSU Review,2016-12-01 22:00:41
DR00000422,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2014-09-05 17:59:21,Agreement Uploaded/ Waiting for Negotiation,2014-09-05 17:59:21
DR00000076,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2013-11-25 15:49:31,Agreement Uploaded/ Waiting for Negotiation,2013-11-25 15:49:32
DR00002386,Amendment,Agreement Received (Waiting for Data Entry),2017-08-25 20:08:21,Agreement Uploaded/ Waiting for Negotiation,2017-08-25 20:08:22
DR00002285,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2017-07-06 23:25:04,Agreement Uploaded/ Waiting for Negotiation,2017-07-06 23:25:04
DR00002493,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2017-10-20 20:06:15,Agreement Uploaded/ Waiting for Negotiation,2017-10-20 20:06:15
DR00002333,Contract,Agreement Received (Waiting for Data Entry),2017-08-01 19:05:00,Agreement Uploaded/ Waiting for Negotiation,2017-08-01 19:10:28
DR00000143,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2014-02-05 20:30:34,Agreement Uploaded/ Waiting for Negotiation,2014-02-05 20:30:34
DR00001839,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2016-11-29 20:55:57,Agreement Uploaded/ Waiting for Negotiation,2016-11-29 20:55:57
DR00002386,Amendment,In External Review,2017-09-28 17:30:55,In OHSU Review,2017-10-02 19:46:50
DR00000456,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2014-09-24 17:27:23,Agreement Uploaded/ Waiting for Negotiation,2014-09-24 17:27:23
DR00002439,Contract,Agreement Received (Waiting for Data Entry),2017-09-26 20:39:53,Agreement Uploaded/ Waiting for Negotiation,2017-09-26 20:41:06
DR00002014,Amendment,In External Review,2017-03-02 16:56:56,Negotiation Complete,2017-03-02 17:14:37
DR00002829,Amendment,Agreement Received (Waiting for Data Entry),2018-03-19 20:51:41,Agreement Uploaded/ Waiting for Negotiation,2018-03-19 20:51:41
DR00000408,Confidentiality Agreement,In External Review,2014-09-03 23:38:14,In OHSU Review,2014-09-30 22:01:12
DR00002222,Confidentiality Agreement,In External Review,2017-05-31 22:20:09,In OHSU Review,2017-06-02 15:48:24
DR00002041,Contract,In External Review,2017-05-01 18:09:14,In OHSU Review,2017-05-10 19:29:43
DR00002718,Contract,Waiting for IRB Submission,2018-01-30 00:32:56,Agreement Uploaded/ Waiting for Negotiation,2018-02-28 17:12:05
DR00000134,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2014-02-04 00:06:36,Agreement Uploaded/ Waiting for Negotiation,2014-02-04 00:06:36
DR00002121,Contract,Agreement Received (Waiting for Data Entry),2017-04-25 22:07:31,Agreement Uploaded/ Waiting for Negotiation,2017-04-25 22:08:43
DR00000052,Contract,Agreement Received (Waiting for Data Entry),2013-10-28 23:52:22,Waiting for IRB Submission,2013-10-28 23:58:29
DR00002267,Contract,In External Review,2017-08-24 21:56:42,Waiting for IRB Approval of Study,2017-08-24 21:56:49
DR00002341,Confidentiality Agreement,In External Review,2017-08-31 22:39:17,In OHSU Review,2017-09-18 17:52:48
DR00000296,Contract,In External Review,2014-08-20 23:02:08,In OHSU Review,2014-09-03 21:12:11
DR00000228,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2014-04-04 21:17:55,Agreement Uploaded/ Waiting for Negotiation,2014-04-04 21:17:55
DR00001750,Contract,In External Review,2017-02-15 21:15:00,In OHSU Review,2017-02-16 18:48:05
DR00001102,Confidentiality Agreement,In External Review,2016-01-21 23:52:38,In OHSU Review,2016-01-25 18:04:29
DR00000526,Contract,In External Review,2015-06-30 16:21:47,In OHSU Review,2015-07-07 16:42:19
DR00002081,Contract,In External Review,2017-06-19 23:54:41,Waiting for Final Budget,2017-06-23 00:29:20
DR00001711,Contract,Pending SPA setup,2017-02-22 17:56:04,OGA Setup Complete,2017-02-25 12:05:16
DR00000041,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002517,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002711,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000996,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002560,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001789,Contract,Pending SPA setup,2017-05-01 23:41:14,OGA Setup Complete,2017-05-04 11:05:14
DR00000554,Contract,In External Review,2014-12-17 21:56:48,Waiting for IRB Approval of Study,2014-12-19 21:41:52
DR00001579,Contract,In External Review,2016-09-13 22:53:49,Waiting for IRB Approval of Study,2016-09-16 15:25:19
DR00001507,Contract,Pending SPA setup,2016-12-01 23:05:49,OGA Setup Complete,2016-12-03 12:05:13
DR00000268,Contract,Pending SPA setup,2014-07-15 22:45:07,OGA Setup Complete,2014-07-16 11:00:06
DR00001227,Contract,Pending SPA setup,2016-04-18 19:33:27,OGA Setup Complete,2016-04-20 21:47:02
DR00000688,Contract,Pending SPA setup,2015-09-24 17:38:05,OGA Setup Complete,2015-09-25 11:00:08
DR00001272,Contract,Waiting for IRB Approval of Study,2016-04-26 23:05:37,Withdrawn,2016-11-08 17:04:42
DR00001429,Confidentiality Agreement,In External Review,2016-05-10 19:34:43,In OHSU Review,2016-05-16 15:59:16
DR00002184,Amendment,In External Review,2017-05-19 00:16:36,In OHSU Review,2017-05-22 18:37:29
DR00002460,Contract,In External Review,2018-03-12 16:07:50,In OHSU Review,2018-03-13 18:35:36
DR00000284,Contract,Pending SPA setup,2014-11-06 23:15:25,OGA Setup Complete,2014-11-11 12:00:08
DR00001506,Contract,Pending SPA setup,2016-07-13 16:27:02,OGA Setup Complete,2016-07-19 11:05:36
DR00002776,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001693,Confidentiality Agreement,In External Review,2016-09-26 20:48:03,Withdrawn,2016-12-06 17:46:42
DR00000818,Confidentiality Agreement,Negotiation In Process,2015-05-26 21:13:27,In OHSU Review,2015-05-27 15:57:47
DR00002281,Confidentiality Agreement,In External Review,2017-08-01 01:22:52,In OHSU Review,2017-08-04 19:27:48
DR00002476,Confidentiality Agreement,In External Review,2017-10-20 18:27:48,In OHSU Review,2017-10-23 22:38:17
DR00002506,Contract,In External Review,2017-11-06 17:35:43,In OHSU Review,2017-11-06 17:46:10
DR00001450,Confidentiality Agreement,In External Review,2016-05-20 18:48:44,In OHSU Review,2016-05-31 19:32:59
DR00001374,Contract,In External Review,2016-10-12 23:44:45,In OHSU Review,2016-10-19 16:53:36
DR00002007,Contract,Negotiation In Process,2017-03-06 19:46:42,In External Review,2017-03-08 00:01:23
DR00000926,Contract,Negotiation In Process,2015-08-13 23:10:16,In External Review,2015-10-20 17:05:38
DR00000651,Confidentiality Agreement,Negotiation In Process,2015-02-24 17:47:07,In External Review,2015-02-25 19:06:12
DR00000012,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00000169,Confidentiality Agreement,Negotiation In Process,2014-02-28 19:24:36,In External Review,2014-02-28 19:26:07
DR00001791,Contract,Negotiation In Process,2016-11-04 16:11:40,In OHSU Review,2016-11-04 16:15:35
DR00001952,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000292,Contract,Waiting for OHSU Signatures,2014-05-20 23:50:55,Waiting for Sponsor Signature,2014-05-22 23:11:44
DR00000157,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000813,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002266,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000498,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000130,Master Contract,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001032,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001142,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000110,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000689,Contract,Waiting for OHSU Signatures,2015-04-10 18:20:13,Waiting for Sponsor Signature,2015-05-18 16:50:42
DR00001685,Confidentiality Agreement,In External Review,2016-10-21 22:41:14,In OHSU Review,2016-10-28 16:18:00
DR00002621,Master Contract,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001120,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000064,Contract,Waiting for OHSU Signatures,2014-07-23 16:49:43,Waiting for Sponsor Signature,2014-08-13 17:47:31
DR00001885,Confidentiality Agreement,In External Review,2017-01-09 20:48:46,In OHSU Review,2017-01-11 18:13:13
DR00000975,Confidentiality Agreement,In External Review,2015-09-10 17:42:53,In OHSU Review,2015-09-10 21:00:09
DR00000731,Confidentiality Agreement,In External Review,2015-05-12 18:52:22,In OHSU Review,2015-05-19 20:16:26
DR00000857,Contract,Waiting for OHSU Signatures,2016-02-25 18:46:09,Waiting for Sponsor Signature,2016-03-03 18:47:00
DR00001975,Confidentiality Agreement,In External Review,2017-02-13 23:45:58,In OHSU Review,2017-02-17 18:29:05
DR00001146,Confidentiality Agreement,In External Review,2015-12-02 20:52:24,In OHSU Review,2015-12-08 00:30:06
DR00001123,Contract,Waiting for IRB Submission,2015-11-13 20:20:22,Negotiation In Process,2015-11-21 00:13:58
DR00001109,Contract,Waiting for IRB Approval of Study,2016-01-14 00:47:25,Waiting for OHSU Signatures,2016-01-14 00:54:53
DR00000306,Contract,Agreement Received (Waiting for Data Entry),2014-05-29 21:18:05,Waiting for IRB Submission,2014-05-29 21:21:14
DR00002088,Contract,Pending SPA setup,2017-09-01 20:28:54,OGA Setup Complete,2017-09-06 11:05:12
DR00001113,Contract,Pending SPA setup,2016-02-24 22:23:17,OGA Setup Complete,2016-03-02 12:00:11
DR00001466,Amendment,Negotiation In Process,2016-06-17 02:03:32,In External Review,2016-06-20 22:49:31
DR00000954,Contract,Waiting for IRB Submission,2015-08-07 00:43:28,Withdrawn,2015-08-18 21:13:51
DR00002154,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002698,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002649,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002375,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000096,Confidentiality Agreement,Waiting for OHSU Signatures,2013-12-16 20:41:54,Waiting for Sponsor Signature,2013-12-19 00:07:31
DR00000960,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001294,Contract,Pending SPA setup,2016-04-20 15:52:31,OGA Setup Complete,2016-04-22 11:00:09
DR00001877,Confidentiality Agreement,In External Review,2017-01-24 20:48:23,Negotiation Complete,2017-02-07 22:15:30
DR00001161,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2015-12-14 17:39:23,Agreement Uploaded/ Waiting for Negotiation,2015-12-14 17:39:23
DR00002378,Contract,Pending SPA setup,2018-01-31 16:11:34,OGA Setup Complete,2018-02-02 12:05:11
DR00000730,Contract,Pending SPA setup,2015-08-07 18:47:53,OGA Setup Complete,2015-08-20 11:00:11
DR00001193,Contract,Pending SPA setup,2016-05-02 23:45:51,OGA Setup Complete,2016-05-04 11:00:11
DR00000282,Contract,Waiting for IRB Approval of Study,2014-08-08 19:12:29,Waiting for Final Agreement from Sponsor,2014-08-08 19:12:33
DR00000332,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2014-06-16 21:55:13,Agreement Uploaded/ Waiting for Negotiation,2014-06-16 21:55:14
