eCRIS Contract Nbr,IRB Nbr,CRS Study Nbr,Contract Type,Contract Name,Study Sponsor,Master Agreement Flag,Template Agreement Flag,Contract Funding Mechanism,Originating Agency,Preaward Contact,Principal Investigator,Subcontractee,Contract Status,Contract Status Change Dt,Executed Dt,Negotiation Complete Dt,Negotiation Start Dt,Created Dt,Pending SPA Setup Dt,Hold Time,Industrial Acct Nbr,CT.gov Primary Completion Dt,CT.gov Study Completion Dt,OHSU Multicenter Study Flag,Study Type,Award Org Name,Study Phase,Drug - IND,Ongoing Study Flag,Clinical Services Flag,Drug Study Flag,PI Initiated Flag,OHSU PI is Lead PI Flag,IRB Approval Dt,IRB Expiration Dt,Review Category,IRB Status Change Dt,IRB Termination Dt,Cancer Study Flag,IRB Study Submitted Dt,Clinical Trial Flag,Prospective Consent Flag
DR00000554,IRB00011210,CRS00001341,Contract,Amgen EBBINGHAUS 228646 CTA OHSU_Shapiro,Amgen Inc,No,No,Contract,,Kristen Baptiste, ,,OGA Setup Complete,2015-01-24 04:00:10,2015-01-21 08:00:00,2014-12-19 14:41:52,2014-12-17 21:53:00,2014-12-02 17:25:24,2015-01-21 16:57:51,0,,,,No,Interventional,SM.KCVI Cardiology,Phase 3,No,No,No,No,No,No,2014-12-30 08:00:00,2017-12-13 23:59:00,Expedited,2017-12-13 23:59:00,,No,2014-11-04 14:10:11,Yes,Yes
DR00000604,,,Confidentiality Agreement,Loxo Oncology CDA OHSU_Taylor,Loxo Oncology,No,No,Contract,,Jacqueline Brown,Matthew Taylor,,CDA Fully Executed,2015-02-06 14:04:50,2015-02-06 22:04:49,2015-01-27 19:59:22,2015-01-24 00:18:00,2015-01-22 23:16:01,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000492,,,Confidentiality Agreement,Karyopharm (Clinipace) KCP-330-006 CDA OHSU_Taylor,Karyopharm Therapeutics Inc,No,No,Contract,,Jacqueline Brown,Matthew Taylor,,CDA Fully Executed,2014-12-23 09:17:47,2014-12-23 17:17:46,2014-11-04 18:46:46,2014-11-05 01:46:00,2014-10-27 15:30:46,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000502,IRB00010955,CRS00001015,Amendment,Covidien STRATIS Am 1 to CTA OHSU_Bozorgchami,Covidien LP,No,No,Contract,,Jennifer Mair, ,,Amendment Fully Executed,2015-01-23 13:57:11,2015-01-23 21:57:09,2015-01-16 10:39:47,2015-01-13 08:00:00,2014-10-31 21:05:16,,0,,,,No,Observational,SM.Neu Stroke,N/A,No,No,No,No,No,No,2014-08-22 07:00:00,2017-04-04 18:56:00,Expedited,2017-04-04 18:56:00,,No,2014-07-29 14:44:39,No,Yes
DR00000525,,,Confidentiality Agreement,CSL Behring (Duke) AEGIS CSL112 CDA OHSU_Shapiro,CSL Behring LLC,No,No,Contract,,Kristen Baptiste,Michael Shapiro,,CDA Fully Executed,2015-04-17 09:13:26,2015-04-17 17:13:25,2015-03-04 10:58:23,2014-11-14 08:00:00,2014-11-13 23:14:28,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000557,,,Confidentiality Agreement,Gilead Ex-EU CDA OHSU_Chen,Gilead Sciences Inc,No,No,Contract,,Jacqueline Brown,Andy Chen,,CDA Fully Executed,2014-12-11 13:21:53,2014-12-11 21:21:52,2014-12-10 01:00:00,2014-12-05 00:59:00,2014-12-04 00:23:25,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000558,IRB00011341,CRS00001439,Contract,Insys INS011-14-029 CTA OHSU_Roberts,Insys Therapeutics Inc,No,No,Contract,,Kristen Baptiste, ,,OGA Setup Complete,2015-01-31 04:00:07,2015-01-26 08:00:00,2015-01-22 09:36:31,2015-01-07 23:33:00,2014-12-04 19:28:40,2015-01-29 08:50:27,0,100096637,,,No,Interventional,SM.Pediatric Neurology,Phase 1/Phase 2,Yes,No,Yes,Yes,No,No,2014-12-18 08:00:00,2017-06-22 20:38:00,Full Board,2017-06-22 20:38:00,,No,2014-12-02 18:08:42,Yes,Yes
DR00000666,,,Confidentiality Agreement,PCCTC Innocrin CDA OHSU_Beer,Innocrin Pharmaceuticals Inc,No,No,Contract,,Emily Purdin,Tomasz Beer,,CDA Fully Executed,2015-03-04 10:29:48,2015-03-04 18:29:47,2015-02-25 15:23:17,2015-02-25 22:23:00,2015-02-25 22:16:49,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000724,IRB00011341,CRS00001439,Amendment,Insys INS011-14-029 Am 1 to CTA OHSU_Roberts,Insys Therapeutics Inc,No,No,Contract,,Kristen Baptiste, ,,Amendment Fully Executed,2015-05-06 13:57:24,2015-05-06 21:57:22,2015-04-22 00:00:00,2015-04-01 20:03:00,2015-03-27 16:46:21,,0,100096637,,,No,Interventional,SM.Pediatric Neurology,Phase 1/Phase 2,Yes,No,Yes,Yes,No,No,2014-12-18 08:00:00,2017-06-22 20:38:00,Full Board,2017-06-22 20:38:00,,No,2014-12-02 18:08:42,Yes,Yes
DR00000659,,,Confidentiality Agreement,Amgen (Quintiles) 20130232 CDA OHSU_Tolba ,Amgen Inc,No,No,Contract,,Jacqueline Brown,Khaled Tolba,,CDA Fully Executed,2015-02-23 14:00:09,2015-02-23 22:00:08,2015-02-23 14:59:38,2015-02-23 20:33:00,2015-02-23 19:48:37,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000788,IRB00011683,CRS00001686,Contract,Vertex VX14-661-108 PS 5 OHSU_Powers,Vertex Pharmaceuticals Inc,Yes,No,Contract,,Kristen Baptiste, ,,OGA Setup Complete,2015-09-01 03:00:19,2015-07-28 07:00:00,2015-07-27 13:45:26,2015-05-20 22:53:00,2015-05-05 17:07:16,2015-08-27 16:03:26,0,100096527,,,No,Interventional,SM.Pediatric Pulmonary,Phase 3,Yes,No,Yes,Yes,No,No,2015-04-24 07:00:00,2017-06-29 17:25:00,Full Board,2017-06-29 17:25:00,,No,2015-04-13 07:42:48,Yes,Yes
DR00000792,,,Confidentiality Agreement,Incyte MCDA_OHSU ,Incyte Corporation,No,No,Contract,,Jacqueline Brown,Jacqueline Brown,,Withdrawn,2016-09-08 10:30:56,,,,2015-05-06 21:28:11,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000711,,,Confidentiality Agreement,BMS 354825-DASATINIB CDA OHSU_Loriaux,Bristol-Myers Squibb,No,No,Contract,,Jacqueline Brown,Marc Loriaux,,CDA Fully Executed,2015-04-30 15:43:04,2015-04-30 23:43:03,2015-04-10 09:24:41,2015-03-27 01:34:00,2015-03-23 20:31:38,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000802,IRB00010386,CRS00000152,Amendment,Lung Biotechnology BPS-314d-MR-PAH-302 BEAT Am 1 to CSA OHSU_ Khan,Lung LLC,No,No,Contract,,Kristen Baptiste, ,,Amendment Fully Executed,2016-01-11 11:47:31,2015-12-28 08:00:00,2015-09-15 00:00:00,2015-09-03 22:07:00,2015-05-11 23:13:31,,0,100096819,,,No,Interventional,SM.PUL Administration,Phase 3,Yes,No,Yes,Yes,No,No,2014-03-27 07:00:00,2019-01-24 08:00:00,Full Board,2017-10-24 18:07:00,,No,2014-02-20 18:16:13,Yes,Yes
DR00000661,,,Confidentiality Agreement,BIORASI Levodopa-Induced Dyskinesias study CDA OHSU_Quinn,BIORASI,No,No,Contract,,Jennifer Mair,Joseph Quinn,,Withdrawn,2016-02-24 08:51:05,,,2015-03-09 19:27:00,2015-02-24 19:15:30,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000696,,,Confidentiality Agreement,Ignyta (Covance) RXDX-101-02 CDA OHSU_Cetnar,Ignyta Inc,No,No,Contract,,Jacqueline Brown,Jeremy Cetnar,,CDA Fully Executed,2015-05-12 12:40:39,2015-05-12 20:40:38,2015-05-05 13:31:33,2015-03-17 16:35:00,2015-03-10 22:20:15,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000663,,,Confidentiality Agreement,Janssen BAY-59-7939 CDA OHSU_Kea,Janssen Research & Development LLC,No,No,Contract,,Jennifer Mair,Bory Kea,,CDA Fully Executed,2015-05-14 10:01:45,2015-05-14 18:01:44,2015-05-05 10:06:12,2015-02-25 23:50:00,2015-02-24 22:32:19,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000677,IRB00010468,CRS00000409,Amendment,Robarts REACT2-DOC-V01-108 Am 1 to CTA OHSU_Keyashian,Robarts Rsch Inst,No,No,Contract,,Patrick Bareiss, ,,Amendment Fully Executed,2015-06-30 11:46:15,2015-06-30 19:46:12,2015-03-26 12:30:08,2015-03-16 18:00:00,2015-02-28 00:04:01,,0,100096875,,,No,Interventional,SM.GST Administration,Phase 4,No,No,Yes,Yes,No,No,2014-07-15 07:00:00,2019-03-12 07:00:00,Full Board,2017-11-11 11:39:00,,No,2014-06-11 14:25:03,Yes,Yes
DR00000682,IRB00011585,CRS00001608,Contract,AMICUS_AT1001-042 CTA OHSU_Koeller,Amicus Therapeutics Inc,No,No,Contract,,Kristen Baptiste, ,,OGA Setup Complete,2015-06-17 03:00:09,2015-05-13 07:00:00,2015-05-12 09:27:44,2015-04-16 19:10:00,2015-03-03 21:38:04,2015-06-12 08:47:43,0,100096625,,,No,Interventional,SM.Peds Metab,Phase 3,Yes,No,Yes,Yes,No,No,2015-03-13 07:00:00,2019-01-11 08:00:00,Full Board,2016-03-21 15:55:00,,No,2015-03-02 10:50:57,Yes,Yes
DR00000750,,,Confidentiality Agreement,Gilead GS-6615 Long QT & HCM CDA OHSU_Tereshchenko,Gilead Sciences Inc,No,No,Contract,,Patrick Bareiss,Larisa Tereshchenko,,CDA Fully Executed,2015-04-22 15:36:53,2015-04-22 23:36:53,2015-04-22 09:55:47,2015-04-14 21:27:00,2015-04-14 17:11:27,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000699,,,Confidentiality Agreement,Gilead (ICON) Gastric Cancer CDA OHSU_Vaccaro,Gilead Sciences Inc,No,No,Contract,,Jacqueline Brown,Gina Vaccaro,,CDA Fully Executed,2015-03-27 15:49:17,2015-03-27 23:49:16,2015-03-27 16:48:45,2015-03-13 22:26:00,2015-03-12 21:55:11,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000140,,,Confidentiality Agreement,Array (ICON) 520-311 & 520-215 CDA OHSU_Scott,Array BioPharma Inc,No,No,Contract,,Jacqueline Brown,Emma Scott,,CDA Fully Executed,2014-03-11 12:03:42,2014-03-11 20:03:41,2014-02-13 13:05:10,2014-02-05 20:36:00,2014-02-05 01:12:54,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000158,IRB00010386,CRS00000152,Contract,Lung BPS-314c-MR-PAH-302 CSA OHSU_Khan,Lung LLC,No,No,Contract,,Kristen Baptiste, ,,OGA Setup Complete,2015-02-04 04:00:04,2015-01-29 08:00:00,2014-06-04 10:04:43,2014-05-14 18:00:00,2014-02-21 17:41:37,2015-01-29 15:06:04,0,100096819,,,No,Interventional,SM.PUL Administration,Phase 3,Yes,No,Yes,Yes,No,No,2014-03-27 07:00:00,2019-01-24 08:00:00,Full Board,2017-10-24 18:07:00,,No,2014-02-20 18:16:13,Yes,Yes
DR00000236,,,Confidentiality Agreement,Dexcom 901200 NDA OHSU_Ahmann,DexCom Inc,No,No,Contract,,Jacqueline Brown,Andrew Ahmann,,CDA Fully Executed,2014-05-15 10:51:40,2014-05-15 18:51:39,2014-04-10 15:59:10,2014-04-10 22:59:00,2014-04-10 19:52:06,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000827,,,Confidentiality Agreement,BIND Phase 2 Fe-MRI BIND-014 CDA OHSU_Tolba,BIND Therapeutics,No,No,Contract,,Emily Purdin,Khaled Tolba,,Withdrawn,2015-06-16 10:04:07,,,,2015-05-22 23:15:46,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000813,,,Confidentiality Agreement,Infinity IPI-145 CDA OHSU_Danilov,"Infinity Pharmaceuticals, Inc.",No,No,Contract,,Jacqueline Brown,Alexey Danilov,,CDA Fully Executed,2015-07-14 09:41:33,2015-07-14 17:41:32,2015-07-13 15:40:32,2015-05-15 22:22:00,2015-05-15 21:57:40,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000356,IRB00010186,CRS00000071,Amendment,Grifols GTI1201 amendment 1 OHSU_Barker,Grifols Therapeutics Inc,No,No,Contract,,Kristen Baptiste, ,,Amendment Fully Executed,2014-08-04 12:11:57,2014-08-04 20:11:54,2014-07-16 15:53:15,2014-07-16 22:52:00,2014-07-16 22:50:35,,0,100097165,,,No,Interventional,SM.PUL Administration,Phase 3,Yes,No,Yes,Yes,No,No,2014-01-07 08:00:00,2018-11-06 08:00:00,Full Board,2017-10-16 23:37:00,,No,2013-12-11 13:23:22,No,Yes
DR00000584,,,Confidentiality Agreement,Parexel (AVEO) AV-299-14-206 CDA OHSU_Cetnar,AVEO Pharmaceuticals Inc,No,No,Contract,,Jacqueline Brown,Jeremy Cetnar,,CDA Fully Executed,2015-02-19 15:17:42,2015-02-19 23:17:42,2015-02-19 14:53:44,2015-01-08 23:37:00,2015-01-07 18:38:16,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000782,,,Confidentiality Agreement,PCCTC Viginia Oncology CDA OHSU_Beer,Virginia Oncology Associates,No,No,Contract,,Emily Purdin,Tomasz Beer,,CDA Fully Executed,2015-05-15 13:29:13,2015-05-15 21:29:12,2015-05-01 00:00:00,2015-05-01 07:00:00,2015-05-04 16:18:41,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000856,,,Confidentiality Agreement,PCCTC Heat Biologics CDA OHSU_Beer,Heat Biologics Inc,No,No,Contract,,Emily Purdin,Tomasz Beer,,CDA Fully Executed,2015-06-22 15:43:26,2015-06-22 23:43:25,2015-06-15 09:18:18,2015-06-15 07:00:00,2015-06-15 16:13:41,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000819,,,Confidentiality Agreement,Takeda MLN0002SC-3030 CDA OHSU_Collins,Takeda Development Center Americas Inc,No,No,Contract,,Jennifer Mair,Judith Collins,,CDA Fully Executed,2015-08-07 09:26:37,2015-08-07 17:26:37,2015-05-27 08:52:41,2015-05-26 21:17:00,2015-05-21 22:42:56,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000828,,,Confidentiality Agreement,Aragon ARN-509 CDA OHSU_Hung,Aragon Pharmaceuticals Inc,No,No,Contract,,Jacqueline Brown,Arthur Hung,,CDA Fully Executed,2015-08-07 10:30:15,2015-07-20 07:00:00,2015-06-16 11:12:57,2015-06-04 19:00:00,2015-05-22 23:58:33,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000841,IRB00011749,CRS00001745,Contract,Acerta ACE-ST-005 CTA OHSU_Cetnar,Acerta Pharma LLC,No,No,Contract,,Jacqueline Brown, ,,OGA Setup Complete,2015-07-31 03:00:13,2015-07-29 20:36:54,2015-06-24 00:00:00,2015-06-24 14:02:00,2015-06-05 18:17:57,2015-07-29 12:36:56,0,100096556,,,No,Interventional,SM.Knight Clinical Trials,Phase 2,Yes,No,Yes,Yes,No,No,2015-06-19 07:00:00,2018-05-25 07:00:00,Full Board,2017-11-08 22:54:00,,Yes,2015-05-07 08:11:10,Yes,Yes
DR00000847,,,Confidentiality Agreement,Helsinn (PSI) NEPA CDA OHSU_Bubalo,Helsinn Therapeutics Inc,No,No,Contract,,Jacqueline Brown,Joseph Bubalo,,CDA Fully Executed,2015-06-23 16:02:55,2015-06-24 00:02:54,2015-06-23 17:01:30,2015-06-11 23:20:00,2015-06-08 21:34:27,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000851,,,Confidentiality Agreement,PRA Phase 3 Levodopa Combo Fluctuating PD CDA OHSU_Brodsky,PRA International,No,No,Contract,,Jennifer Mair,Matthew Brodsky,,CDA Fully Executed,2015-06-19 09:20:54,2015-06-15 07:00:00,2015-06-15 11:57:24,2015-06-11 16:13:00,2015-06-09 23:26:38,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000878,IRB00011937,CRS00001832,Contract,Pfizer B1801381 CTA OHSU_Deodhar,Pfizer Inc,No,No,Contract,,Jennifer Mair, ,,OGA Setup Complete,2015-12-18 04:00:21,2015-12-08 08:00:00,2015-12-04 16:03:21,,2015-07-02 17:31:29,2015-12-15 17:50:37,0,100096384,,,No,Interventional,SM.ARD Administration,Phase 4,Yes,No,Yes,Yes,No,No,2015-08-28 07:00:00,2018-07-20 07:00:00,Full Board,2017-11-11 11:58:00,,No,2015-07-23 09:56:05,Yes,Yes
DR00000818,,,Confidentiality Agreement,Takeda MLN0002SC-3027 CDA OHSU_Collins,Takeda Development Center Americas Inc,No,No,Contract,,Jennifer Mair,Judith Collins,,CDA Fully Executed,2015-07-15 07:32:03,2015-07-15 15:32:02,2015-05-27 08:57:54,2015-05-26 21:13:00,2015-05-21 22:38:40,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000865,,,Confidentiality Agreement,EMD Serono (Quintiles) EMR100070-005 CDA OHSU_Cetnar,EMD Serono Inc,No,No,Contract,,Jacqueline Brown,Jeremy Cetnar,,Withdrawn,2016-01-27 08:16:52,,,2015-06-26 23:18:00,2015-06-23 23:56:59,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000881,,,Confidentiality Agreement,Bioiberica Alzheimers CDA OHSU_Shinto,Bioiberica SA,No,No,Contract,,Jacqueline Brown,Lynne Shinto,,CDA Fully Executed,2015-07-13 11:18:53,2015-07-13 19:18:52,2015-07-09 00:00:00,2015-07-01 07:00:00,2015-07-06 20:27:45,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000886,,,Confidentiality Agreement,TG Therapeutics TGR-1202 and ublituximab CDA OHSU_Danilov,TG Therapeutics Inc,No,No,Contract,,Jennifer Mair,Alexey Danilov,,CDA Fully Executed,2015-08-25 13:47:21,2015-08-25 21:47:20,2015-07-15 15:10:42,2015-07-13 17:25:00,2015-07-07 21:09:36,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000355,,,Confidentiality Agreement,UCB (PRA Health Sciences) SP0966 SP0848 CDA OHSU_Roberts,UCB Biosciences Inc,No,No,Contract,,Kristen Baptiste,Colin Roberts,,CDA Fully Executed,2014-09-18 12:41:36,2014-09-18 20:41:35,2014-07-22 13:06:16,2014-07-17 22:12:00,2014-07-15 18:39:34,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000855,IRB00011789,CRS00001805,Contract,Regeneron (Quorum) Atopic Derm AWARE CSA OHSU_Simpson,Regeneron Pharmaceuticals Inc,No,No,Contract,,Jennifer Mair, ,,OGA Setup Complete,2015-11-24 04:00:08,2015-11-20 08:00:00,2015-11-16 10:14:51,2015-09-10 22:35:00,2015-06-11 21:02:57,2015-11-20 13:35:44,0,,,,No,Observational,SM.Dermatology Admin,N/A,No,No,No,No,No,No,2015-08-25 07:00:00,2017-06-27 19:52:00,Expedited,2017-06-27 19:52:00,,No,2015-05-08 08:22:39,No,Yes
DR00000885,IRB00011601,CRS00001604,Contract,Genentech ML29496 Research Payment & Supply Agmt OHSU_Neuwelt,Genentech Inc,No,No,Contract,,Jennifer Mair, ,,Contract Executed,2016-07-13 11:15:57,2016-07-13 19:15:55,2016-03-28 14:03:28,2015-08-07 18:13:00,2015-07-07 20:45:52,,0,100096282,2021-04-18 07:00:00,2022-04-18 07:00:00,Yes,Interventional,SM.BBBD Program,Phase 2,Yes,No,Yes,Yes,Yes,No,2015-05-21 07:00:00,2019-03-07 08:00:00,Full Board,2017-11-11 10:46:00,,Yes,2015-03-02 12:49:47,Yes,Yes
DR00000084,,,Confidentiality Agreement,Incyte (Quintiles) INCB 18424-362 CDA OHSU_Vaccaro and Lopez,Incyte Corporation,No,No,Contract,,Jennifer Mair,Charles Lopez,,CDA Fully Executed,2014-02-03 15:15:10,2014-02-03 23:15:09,2014-01-16 17:13:39,2013-12-12 20:44:00,2013-12-04 17:42:23,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000358,IRB00010920,CRS00000956,Contract,COG (Eisai) WO ADVL1314 OHSU_Stork,Eisai Inc,No,No,Contract,,Kristen Baptiste, ,,OGA Setup Complete,2014-09-18 03:00:07,2014-08-11 20:48:58,2014-07-22 09:07:36,2014-07-22 16:07:00,2014-07-22 15:56:45,2014-08-11 12:49:00,0,100096989,,,No,Interventional,SM.Peds Hemonc,Phase 1,Yes,No,Yes,Yes,No,No,2014-07-23 07:00:00,2017-05-10 22:21:00,Waived,2017-05-10 22:21:00,,Yes,2014-07-22 08:48:35,Yes,Yes
DR00000909,IRB00011016,CRS00001251,Amendment,Agile (Parexel) 218132 ATI-CL23 Am 1 to CSA OHSU_Jensen,Agile Therapeutics Inc,No,No,Contract,,Tara McKenzie, ,,Amendment Fully Executed,2016-05-09 12:28:06,2016-05-02 07:00:00,2015-10-14 09:17:07,2015-07-28 16:35:00,2015-07-16 22:56:40,,0,100096796,,,No,Interventional,SM.OB/GYN Clinical Research,Phase 3,Yes,No,Yes,Yes,No,No,2014-11-21 08:00:00,2017-03-27 17:48:00,Full Board,2017-03-27 17:48:00,,No,2014-10-21 07:53:50,Yes,Yes
DR00000928,IRB00012012,CRS00001865,Contract,Genentech (PPD) GO29527 CRA OHSU_Tolba,F. Hoffmann-La Roche Ltd,Yes,No,Contract,,Jacqueline Brown, ,,OGA Setup Complete,2016-04-29 03:00:18,2016-04-12 07:00:00,2015-08-20 00:00:00,2015-08-10 07:00:00,2015-07-25 00:32:26,2016-04-25 10:45:17,0,100096249,,,No,Interventional,SM.Knight Lung Trial Coordination,Phase 3,Yes,No,Yes,Yes,No,No,2015-09-24 07:00:00,2018-07-26 07:00:00,Full Board,2017-11-11 11:16:00,,Yes,2015-07-14 09:19:02,Yes,Yes
DR00000990,,,Confidentiality Agreement,Ipsen Biopharmaceuticals SAGIT CDU OHSU_Fleseriu,Ipsen Biopharmaceuticals Inc,No,No,Contract,,Jennifer Mair,Maria Fleseriu,,CDA Fully Executed,2015-11-11 11:15:23,2015-11-11 19:15:22,2015-11-10 01:00:00,2015-09-01 22:57:00,2015-08-25 21:58:46,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000901,IRB00011630,CRS00001634,Contract,Helius TBI-PoNS CTA OHSU_Gregory,HELIUS Medical Technologies/NeuroHabilitation Inc,No,No,Contract,,Darlene Kitterman, ,,Withdrawn,2015-11-05 15:26:54,2015-10-15 23:17:11,2015-10-15 16:12:09,2015-10-15 23:11:00,2015-07-13 20:09:52,2015-10-15 15:17:13,0,100096457,,,No,Interventional,RG.Regenerative Medicine,N/A,No,No,Yes,No,No,No,2015-07-21 07:00:00,2018-06-05 07:00:00,Full Board,2017-11-11 12:18:00,,No,2015-07-08 11:43:43,Yes,Yes
DR00000079,,,Confidentiality Agreement,Cempra (Duke University) PK CDA OHSU_Al Uzri,Cempra Pharmaceuticals Inc,No,No,Contract,,Jennifer Mair,Amira Al-Uzri,,CDA Fully Executed,2014-01-08 12:13:03,2014-01-08 20:13:03,2013-12-04 15:33:02,2013-12-02 22:24:00,2013-11-25 16:38:26,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000424,,,Confidentiality Agreement,PCCTC Astellas Pharma CDA OHSU_Beer,Astellas Pharma Global Development Inc,No,No,Contract,,Emily Purdin,Tomasz Beer,,CDA Fully Executed,2014-10-07 12:35:00,2014-10-07 20:34:59,2014-09-08 00:00:00,2014-09-05 07:00:00,2014-09-05 21:48:26,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000137,IRB00010426,CRS00000132,Contract,Novartis CMEK162AUS11 CTRF OHSU_Taylor,Novartis Pharmaceuticals Corporation,Yes,No,Contract,,Jacqueline Brown, ,,OGA Setup Complete,2014-05-14 03:00:04,2014-05-07 21:42:36,2014-02-17 01:00:00,2014-02-13 20:46:00,2014-02-04 22:55:31,2014-05-07 13:42:37,0,100097172,,,No,Interventional,SM.Knight Phase I Clinical Trials,Phase 2,Yes,No,Yes,Yes,No,No,2014-04-22 07:00:00,2016-04-09 07:00:00,Waived,2016-02-09 16:09:39,2016-02-09 08:00:00,Yes,2014-02-04 15:47:12,,Yes
DR00000929,,,Confidentiality Agreement,Novartis LBH589D2222 Multiple Myeloma CDA OHSU_Scott,Novartis Pharmaceuticals Corporation,No,No,Contract,,Jacqueline Brown,Emma Scott,,CDA Fully Executed,2015-09-01 08:26:11,2015-08-31 07:00:00,2015-08-05 00:00:00,2015-07-31 18:38:00,2015-07-25 00:49:18,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000958,,,Amendment,Gilead Am 3 to MCTA_OHSU,Gilead Sciences Inc,No,No,Contract,,Jacqueline Brown, ,,Amendment Fully Executed,2015-08-06 17:47:24,2014-11-19 08:00:00,2014-12-04 01:00:00,2014-12-04 08:00:00,2015-08-07 01:35:08,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000948,,,Confidentiality Agreement,SGS North America Phase 3 T1DM NDA OHSU_Ahmann,SGS North America Inc,No,No,Contract,,Jacqueline Brown,Andrew Ahmann,,CDA Fully Executed,2015-08-11 13:51:24,2015-08-11 21:51:23,2015-08-10 11:36:26,2015-08-07 22:57:00,2015-08-05 18:22:21,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001000,,,Confidentiality Agreement,Seattle Genetics (PRA) SGN33A-004 CDA OHSU_Newell,Seattle Genetics Inc,No,No,Contract,,Tara McKenzie,Laura Newell,,CDA Fully Executed,2015-10-12 10:26:43,2015-10-08 07:00:00,2015-09-04 16:36:15,2015-08-31 20:49:00,2015-08-31 18:45:22,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001104,,,Confidentiality Agreement,Vifor Fresenius France (Covance) PA-CL-PED-01 USA CDA OHSU_Al-Uzri,Vifor Fresenius Medical Care Renal France,No,No,Contract,,Colin Murphy,Amira Al-Uzri,,CDA Fully Executed,2016-01-22 19:50:34,2016-01-21 08:00:00,2015-12-16 14:04:09,2015-11-09 22:34:00,2015-11-05 19:37:10,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001041,,,Confidentiality Agreement,Gradalis (Mary Crowley CRO) CL-PTL 121 Ewing's Sarcoma CDA OHSU_Ryan,Gradalis Inc,No,No,Contract,,Tara McKenzie,Christopher Ryan,,CDA Fully Executed,2016-02-03 09:55:47,2016-01-26 08:00:00,2015-10-21 10:20:45,2015-10-06 23:54:00,2015-09-25 21:18:02,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001050,,,Confidentiality Agreement,EMD Serono (Quintiles) SSc-ILD CDA OHSU_Khan,EMD Serono Inc,No,No,Contract,,Tara McKenzie,Akram Khan,,CDA Fully Executed,2015-11-17 15:28:57,2015-11-17 23:28:56,2015-11-16 13:40:39,2015-10-01 17:15:00,2015-09-30 20:56:10,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001079,,,Confidentiality Agreement,Peregrine (PPD) PPHM 1501 NSCLC CDA OHSU_Tolba,Peregrine Pharmaceuticals Inc,No,No,Contract,,Colin Murphy,Khaled Tolba,,Withdrawn,2015-10-26 08:29:08,,,2015-10-23 22:32:00,2015-10-23 21:14:23,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001091,STUDY00015350,CRS00002065,Contract,Clearside 35320 CTA,Clearside Biomedical,No,No,Contract,,Jennifer Mair, ,,Withdrawn,2015-11-11 14:21:07,,,,2015-10-29 21:16:33,,0,100096248,,,No,Interventional,SM.Ophth Admin,Phase 3,Yes,No,Yes,Yes,No,No,2016-03-07 08:00:00,2019-01-11 08:00:00,Full Board,2016-03-07 22:29:00,,No,2015-11-05 21:09:20,Yes,Yes
DR00001102,,,Confidentiality Agreement,TESARO Inc NDA OHSU_Graff,TESARO Inc,No,No,Contract,,Tara McKenzie,Julie Graff,,CDA Fully Executed,2016-02-09 12:03:04,2016-02-04 08:00:00,2016-01-25 11:17:54,2015-11-04 20:14:00,2015-11-04 20:03:46,,0,,,,,,,,,,,,,,,,,,,,,,
