"Project ID","Project PI: Full Name","OCTRI Project Status Change Date","Project Long Title","OCTRI Project Status","CTRC Status","Project Funding ID","Funding Award: Funding Award ID","Funding Award: Funding Source Name","Funding Award: Activity Type","Funding Award: Funding Type","Funding Award: Funding Status","Funding Award: Record Type","Funding Award: Reason OGA Not Set Up","Funding Award: Award Owning Org","Funding Award: OGA Award Number","Funding Award: Originating Sponsor","Funding Award: Originating Sponsor Type"
"PRJ-4554","Ralph Baric","1/23/2014","SYSTEMS PATHOGENOMICS OF SEVERE ACUTE RESPIRATORY VIRUS INFECTION","Approved Non-IRB","N/A No CTRC Services","ProjFund-5075","FA-00172","DHHS NIH Natl Inst of Allergy & Infectious Disease","U54","Federal DHHS LOC","Awarded","OGA Award","","VG.VGTI-Vaccine and Gene Therapy Institute","AVGTI0105","",""
"PRJ-4585","Martha Driessnack","2/17/2014","Using children's drawings to assess pain: A practice-based field study","Withdrawn","N/A No CTRC Services","ProjFund-4337","FA-06748","Friends of Doernbecher","Not Applicable","Foundation","Pre-Award","Non-OGA Award","","","","",""
"PRJ-6299","Martha Driessnack","11/15/2017","Intergenerational relationships and family lore: Moving from knowledge creation to knowledge use","Approved Pre-IRB","N/A No CTRC Services","ProjFund-6421","FA-11839","OHSU School of Nursing","","Academic Institution/Univ","Pre-Award","Non-OGA Award","","Hartford Center of Gerontological Nursing Excellence at OHSU","","",""
"PRJ-5208","Tonya Enomoto","2/24/2017","Simulated Code Interdisciplinary Team Training","Complete","N/A No CTRC Services","ProjFund-5119","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4536","Elena Andresen","1/24/2014","Preventive Care Use for People with Disabilities:  Effects of CCO Implementation","Complete","N/A No CTRC Services","ProjFund-4274","FA-07157","National Institute on Disability and Rehabilitation Research","Not Applicable","Federal","Not Awarded","Non-OGA Award","","","","",""
"PRJ-4536","Elena Andresen","1/24/2014","Preventive Care Use for People with Disabilities:  Effects of CCO Implementation","Complete","N/A No CTRC Services","ProjFund-4619","FA-08346","School of Medicine Dean's Office","Not Applicable","Academic Institution/Univ","Awarded","Non-OGA Award","General Ledger Account","","","",""
"PRJ-4532","Lydie Trautmann","7/22/2015","A Study to Analyze the Immune Response Against Acute Dengue Viral Infection in Adults","Complete","N/A No CTRC Services","ProjFund-4268","FA-07456","The Vaccine and Gene Therapy Institute of Florida","Not Applicable","Academic Institution/Univ","Awarded","Non-OGA Award","External - not tracking financial","","","",""
"PRJ-5436","Nasser Said-Al-Naief","12/21/2015","DOG1 and Mammaglobin are superior to ETV6-breakapart analysis for differentiating between papillary cystic variants of ACC and MASC","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5465","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5339","Kelly Ryan","9/24/2015","Post-Operative Pain and Nausea Evaluation in Children Undergoing Median Sternotomy","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5329","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4550","John Muschler","3/13/2017","Detection and treatment of bladder cancers through targeting altered tissue architecture","Post Termination","N/A No CTRC Services","ProjFund-4723","FA-04927","DHHS NIH Natl Ctr for Advancing Translational Sciences","UL1","Federal DHHS LOC","Awarded","OGA Award","","CT.OCTRI-OR Clin Trans Res Ins","ACTRI0801","",""
"PRJ-5149","John Muschler","4/2/2015","Developing novel bioconjugates for the detection and treatment of bladder diseases.","Approved Non-IRB","N/A No CTRC Services","ProjFund-5760","FA-09071","DHHS NIH Natl Ctr for Advancing Translational Sciences","UL1","Federal DHHS LOC","Awarded","OGA Award","","CT.OCTRI-OR Clin Trans Res Ins","ACTRI1001","",""
"PRJ-5149","John Muschler","4/2/2015","Developing novel bioconjugates for the detection and treatment of bladder diseases.","Approved Non-IRB","N/A No CTRC Services","ProjFund-5761","FA-06500","DHHS NIH Natl Ctr for Advancing Translational Sciences","UL1","Federal DHHS LOC","Awarded","OGA Award","","CT.OCTRI-OR Clin Trans Res Ins","ACTRI0901","",""
"PRJ-2041","Kathleen Carlson","5/24/2011","TBI and PTSD Comorbidity in OEF/OIF Veterans: Prevalence and Predictors","Approved Non-IRB","N/A No CTRC Services","ProjFund-2779","FA-07420","Veterans Administration","Career Development Award","Federal","Awarded","Non-OGA Award","External - tracking financial","","","",""
"PRJ-4978","Kathleen Carlson","11/17/2014","Prevalence of rear facing car seat use at 18 months of age in children born at Oregon Health and Science University Hospital","Approved Post-IRB","N/A No CTRC Services","ProjFund-4643","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4310","Theresa Koppie","10/4/2016","Development of a Urine Based Bladder Cancer Recurrence Diagnostic Using a Genomic Disease Signature","Post Termination","N/A No CTRC Services","ProjFund-4731","FA-01370","Oregon Translational Research and Drug Development Institute (OTRADI)","","Industry","Awarded","OGA Award","","SM.OPP Urology","ASURG0261","",""
"PRJ-4310","Theresa Koppie","10/4/2016","Development of a Urine Based Bladder Cancer Recurrence Diagnostic Using a Genomic Disease Signature","Post Termination","N/A No CTRC Services","ProjFund-4712","FA-04927","DHHS NIH Natl Ctr for Advancing Translational Sciences","UL1","Federal DHHS LOC","Awarded","OGA Award","","CT.OCTRI-OR Clin Trans Res Ins","ACTRI0801","",""
"PRJ-4762","Theresa Koppie","7/16/2014","Predictive Factors and Outcomes of Patients Diagnosed and Treated for Bladder Cancer","Complete","N/A No CTRC Services","ProjFund-4598","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5589","Nicholas Von Foerster","6/2/2016","Ground level falls at memory care facilities: identifying factors that lead to EMS utilization","Withdrawn","N/A No CTRC Services","ProjFund-5712","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4588","Maros Ferencik","2/19/2014","High-risk Coronary Plaque by CT for Diagnosis and Prognosis of CAD in Primary and Secondary Prevention  13FTF16450001","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5036","FA-08564","American Heart Association, Inc.","","Foundation","Awarded","OGA Award","","SM.KCVI Research","ACARD0250","",""
"PRJ-4588","Maros Ferencik","2/19/2014","High-risk Coronary Plaque by CT for Diagnosis and Prognosis of CAD in Primary and Secondary Prevention  13FTF16450001","Approved Pre-IRB","N/A No CTRC Services","ProjFund-4339","FA-06700","American Heart Association, Inc.","Career Development Award","Foundation","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-3570","David Steiger","6/27/2014","Stop Hypernatremia Use Metalozone","Complete","N/A No CTRC Services","ProjFund-3470","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5965","Sancy Leachman","2/23/2017","Genetic Determinants of Melanoma Risk","Approved Pre-IRB","Pending","ProjFund-6100","FA-10375","Oregon Health & Science Univ","","Defined Research Account","Awarded","OGA Award","","SM.Dermatology Admin","ADERM0244","",""
"PRJ-4597","Sancy Leachman","5/19/2016","Melanoma Behavior, Risk Information, Genealogy, and Health Trial (BRIGHT)","Withdrawn","","ProjFund-4353","FA-06799","DHHS NIH Natl Cancer Inst","R01","Federal","Awarded","Non-OGA Award","General Ledger Account","","","",""
"PRJ-4619","Sancy Leachman","4/3/2014","War on Melanoma: Enlisting a cohort of melanoma survivors and their families","Approved Post-IRB","Pending","ProjFund-4378","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5537","James Meeker","6/16/2016","Evaluating Patient Outcome and Satisfaction of Orthotics","Approved Post-IRB","N/A No CTRC Services","ProjFund-5627","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5532","Alison Christy","4/4/2016","Neurologic Complications from Human Metapneumovirus in Children: A Case Series","Proposal Development","N/A No CTRC Services","ProjFund-5620","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-6147","Sean Orenstein","9/28/2017","Post-operative pain expectations and opioid utilization in patients undergoing ventral hernia repair and abdominal wall reconstruction","Approved Post-IRB","N/A No CTRC Services","ProjFund-6288","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5755","Sean Orenstein","8/29/2016","Exosome Biomarker Evaluation Following Hernia Repair","Approved Pre-IRB","Pending","ProjFund-5845","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5807","Sean Orenstein","10/18/2017","Sarcopenia Evaluation in Ventral Hernia Repair Patients","Complete","N/A No CTRC Services","ProjFund-5969","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5499","Sean Orenstein","3/4/2016","Working Title: American Hernia Society Data Pull","Proposal Development","N/A No CTRC Services","ProjFund-5541","FA-09933","American Hernia Society (AHS)","Not Applicable","Foundation","Pre-Award","Non-OGA Award","","","","",""
"PRJ-4599","Jeanette Johnstone","4/25/2017","Micronutrients for ADHD in Youth, The MADDY Study","Approved Pre-IRB","Pending","ProjFund-4357","FA-06953","DHHS NIH Natl Inst of Mental Hlth","F32","Federal","Not Submitted","Non-OGA Award","","","","",""
"PRJ-4599","Jeanette Johnstone","4/25/2017","Micronutrients for ADHD in Youth, The MADDY Study","Approved Pre-IRB","Pending","ProjFund-4356","FA-07305","The Esther A. and Joseph Klingenstein Fund","Career Development Award","Foundation","Not Awarded","Non-OGA Award","","","","",""
"PRJ-4599","Jeanette Johnstone","4/25/2017","Micronutrients for ADHD in Youth, The MADDY Study","Approved Pre-IRB","Pending","ProjFund-6166","FA-11202","Foundation for Excellence in Mental Health Care","","Foundation","Pre-Award","Non-OGA Award","","","","",""
"PRJ-4599","Jeanette Johnstone","4/25/2017","Micronutrients for ADHD in Youth, The MADDY Study","Approved Pre-IRB","Pending","ProjFund-5513","FA-09851","Klingenstein Third Generation Foundation","Not Applicable","Foundation","Not Awarded","Non-OGA Award","","","","",""
"PRJ-4599","Jeanette Johnstone","4/25/2017","Micronutrients for ADHD in Youth, The MADDY Study","Approved Pre-IRB","Pending","ProjFund-6304","FA-11593","DHHS NIH Natl Ctr for Complementary & Integrative Health","K23","Federal NIH","Pre-Award","Non-OGA Award","","","","",""
"PRJ-5041","Jeanette Johnstone","5/29/2015","Mindfulness Intervention in Adolescents for Mood, Attention and Stress Response: A Pilot Study","Approved Post-IRB","N/A No CTRC Services","ProjFund-4898","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5572","Alexis Moren","5/16/2016","Use of ECMO in trauma patients","Approved Non-IRB","N/A No CTRC Services","ProjFund-5698","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5994","Mackenzie Loughland","5/9/2017","Tool Validation ? Neonatal resuscitations of preterm newborns","Approved Non-IRB","N/A No CTRC Services","ProjFund-6128","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4667","Doug Bauer","8/25/2015","Identification of serum proteomic profiles associated with vertebral fracture in older men","Complete","N/A No CTRC Services","ProjFund-4397","FA-07097","Univ. of California, San Francisco","Need to Determine","Academic Institution / Univ","Awarded","Non-OGA Award","Pending OGA Setup","","","",""
"PRJ-5743","Ilse Larson","11/2/2016","Maternal perspectives and attitudes about in-hospital supplementation of healthy, term newborns with banked human donor breast milk versus formula.","Approved Post-IRB","N/A No CTRC Services","ProjFund-5827","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-6322","Marcus Anthony","","[CRI Non Research]: Bridges Collaborative Care Clinic Quality Improvement Data","Excluded","N/A No CTRC Services","ProjFund-6441","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5887","Sarah Goodlin","12/14/2016","DRAFT - Randomized controlled clinical trial for the effect of Feru-guard (ferulic acid and Angelica archangelica extract) on behavioral and psychological symptoms of dementia","Proposal Development","N/A No CTRC Services","ProjFund-5959","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-6111","Uma Borate","12/6/2017","Phase 1b, multi-arm, open-label study of PDR001 and/or MBG453 in combination with decitabine in patients with acute myeloid leukemia or high risk myelodysplastic syndrome","Approved Pre-IRB","Pending","ProjFund-6240","FA-11391","Novartis Pharmaceuticals Corporation","","Industry","Pre-Award","Non-OGA Award","","","","",""
"PRJ-5760","Uma Borate","3/10/2017","A Phase 1/1b Open-Label Study to Determine the Safety and Tolerability of ALRN-6924 alone and in combination with cytarabine (Ara-C) in Patients with Relapsed/Refractory Acute Myeloid Leukemia or Advanced Myelodysplastic Syndrome With Wild-Type TP53","Approved Post-IRB","Active","ProjFund-5849","FA-10583","Aileron","","Industry","Pre-Award","Non-OGA Award","","","","",""
"PRJ-5945","Uma Borate","2/2/2017","A Phase 1b/2 Study of Entospletinib (GS-9973) Monotherapy and in
Combination with Chemotherapy in Patients with Acute Myeloid
Leukemia (AML)","Approved Pre-IRB","Pending","ProjFund-6076","FA-10979","Gilead Sciences Inc","","Industry","Pre-Award","Non-OGA Award","","","","",""
"PRJ-6062","Uma Borate","5/26/2017","A Randomized Phase 2 Study Evaluating the Safety,
Pharmacokinetics and Efficacy of Venetoclax in
Combination with Azacitidine Compared with
Azacitidine Alone in Subjects with Treatment-Naïve
Higher-Risk Myelodysplastic Syndromes (MDS)","Approved Pre-IRB","Pending","ProjFund-6196","FA-11299","AbbVie Inc","","Industry","Pre-Award","Non-OGA Award","","","","",""
"PRJ-5759","Melissa Moffitt","10/6/2017","Sexuality and Intimacy issues in Gynecologic Cancer","Complete","N/A No CTRC Services","ProjFund-5848","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-6057","Melissa Moffitt","5/23/2017","(APR-407) PiSARRO: p53 Suppressor Activation in Recurrent High Grade Serous Ovarian Cancer, a Phase Ib/II Study of Systemic Carboplatin/Pegylated Liposomal Doxorubicin (PLD) Combination Chemotherapy With or Without APR-246","Approved Pre-IRB","Pending","ProjFund-6191","FA-11291","Aprea AB","","Industry","Pre-Award","Non-OGA Award","","","","",""
"PRJ-5738","David Hurtado","9/2/2016","Assessment of mental health and stress among probation officers (PO)","Approved Post-IRB","N/A No CTRC Services","ProjFund-6325","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5911","David Hurtado","1/4/2017","Safe Patient Handling Champions Program","Approved Post-IRB","N/A No CTRC Services","ProjFund-5997","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4673","Adriana Seelye","4/30/2014","Development of unobtrusive everyday cognition and function measures to detect early decline in cognitive function and health status","Approved Pre-IRB","N/A No CTRC Services","ProjFund-4406","FA-06967","DHHS NIH Natl Inst on Aging","K23","Federal","Not Awarded","Non-OGA Award","","","","",""
"PRJ-5510","Amy Garcia","3/14/2016","Medication Adherence in Adolescents with Inflammatory Bowel Disease","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5574","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5509","Amy Garcia","3/14/2016","CF LFT protocol project","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5572","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5330","Amy Garcia","1/24/2017","Reliability of tissue transglutaminase antibody test in diagnosis of Celiac Disease in diabetic patients","Administrative Hold","N/A No CTRC Services","ProjFund-5313","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5810","Amy Garcia","8/31/2017","GROW","Approved Post-IRB","Active","ProjFund-5896","FA-10741","Cystic Fibrosis Foundation Therapeutics Inc","","Foundation","Pre-Award","Non-OGA Award","","","","",""
"PRJ-4970","Ningning Zhao","9/23/2014","MECHANISMS OF IRON-DEPENDENT REGULATION OF ZIP-14","Approved Pre-IRB","N/A No CTRC Services","ProjFund-4857","FA-08432","DHHS NIH Natl Inst of Diab & Digest & Kid Diseases","K99","Federal DHHS Individual Draw","Awarded","OGA Award","","SM.CDBIO Admin","ACEBD0157","",""
"PRJ-4970","Ningning Zhao","9/23/2014","MECHANISMS OF IRON-DEPENDENT REGULATION OF ZIP-14","Approved Pre-IRB","N/A No CTRC Services","ProjFund-4626","FA-08348","DHHS NIH Natl Inst of Diab & Digest & Kid Diseases","K99","Federal NIH","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-5747","Ladawna Gievers","8/22/2016","Relationship between lung function and blood pressure in the neonatal population","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5831","FA-10563","Tarter Trust","Need to Determine","Foundation","Pre-Award","Non-OGA Award","","","","",""
"PRJ-3338","Hai Huang","1/31/2014","Ion channels and presynaptic function of an auditory synapse","Complete","N/A No CTRC Services","ProjFund-3421","FA-04917","DHHS NIH Natl Inst on Deafness & Other Com Disorders","K99","Federal DHHS LOC","Awarded","OGA Award","","SM.Otol Research","AOTOL0212","",""
"PRJ-5757","Melinda Wu","4/18/2017","Oxidative stress in vaso-occlusion pathophysiology of sickle cell disease","Approved Non-IRB","N/A No CTRC Services","ProjFund-5847","FA-10580","DHHS NIH Natl Heart, Lung, and Blood Inst","K08","Federal NIH","Pre-Award","Non-OGA Award","","","","",""
